timestamp,model,task,real_seconds,output_file
2025-12-21T02:00:02,swiss-ai/Apertus-8B-Instruct-2509,fib,0.792,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020001.txt
2025-12-21T02:00:04,swiss-ai/Apertus-8B-Instruct-2509,fib,0.945,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020003.txt
2025-12-21T02:00:06,swiss-ai/Apertus-8B-Instruct-2509,fib,0.736,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020005.txt
2025-12-21T02:00:07,swiss-ai/Apertus-8B-Instruct-2509,fib,0.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020006.txt
2025-12-21T02:00:09,swiss-ai/Apertus-8B-Instruct-2509,fib,0.716,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020008.txt
2025-12-21T02:00:10,swiss-ai/Apertus-8B-Instruct-2509,fib,0.721,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020009.txt
2025-12-21T02:00:11,swiss-ai/Apertus-8B-Instruct-2509,fib,0.702,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020011.txt
2025-12-21T02:00:13,swiss-ai/Apertus-8B-Instruct-2509,fib,0.742,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020012.txt
2025-12-21T02:00:14,swiss-ai/Apertus-8B-Instruct-2509,fib,0.728,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020014.txt
2025-12-21T02:00:16,swiss-ai/Apertus-8B-Instruct-2509,fib,0.708,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020015.txt
2025-12-21T02:00:17,swiss-ai/Apertus-8B-Instruct-2509,fib,0.738,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020016.txt
2025-12-21T02:00:19,swiss-ai/Apertus-8B-Instruct-2509,fib,0.734,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020018.txt
2025-12-21T02:00:20,swiss-ai/Apertus-8B-Instruct-2509,fib,0.745,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020019.txt
2025-12-21T02:00:22,swiss-ai/Apertus-8B-Instruct-2509,fib,0.717,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020021.txt
2025-12-21T02:00:23,swiss-ai/Apertus-8B-Instruct-2509,fib,0.722,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020022.txt
2025-12-21T02:00:25,swiss-ai/Apertus-8B-Instruct-2509,fib,0.710,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020024.txt
2025-12-21T02:00:26,swiss-ai/Apertus-8B-Instruct-2509,fib,0.743,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020025.txt
2025-12-21T02:00:28,swiss-ai/Apertus-8B-Instruct-2509,fib,0.787,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020027.txt
2025-12-21T02:00:29,swiss-ai/Apertus-8B-Instruct-2509,fib,0.715,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020028.txt
2025-12-21T02:00:31,swiss-ai/Apertus-8B-Instruct-2509,fib,0.712,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020030.txt
2025-12-21T02:00:32,swiss-ai/Apertus-8B-Instruct-2509,fib,0.799,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020031.txt
2025-12-21T02:00:34,swiss-ai/Apertus-8B-Instruct-2509,fib,0.722,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020033.txt
2025-12-21T02:00:35,swiss-ai/Apertus-8B-Instruct-2509,fib,0.722,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020034.txt
2025-12-21T02:00:37,swiss-ai/Apertus-8B-Instruct-2509,fib,0.716,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020036.txt
2025-12-21T02:00:38,swiss-ai/Apertus-8B-Instruct-2509,fib,0.798,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020037.txt
2025-12-21T02:00:40,swiss-ai/Apertus-8B-Instruct-2509,fib,0.760,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020039.txt
2025-12-21T02:00:41,swiss-ai/Apertus-8B-Instruct-2509,fib,0.724,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020040.txt
2025-12-21T02:00:43,swiss-ai/Apertus-8B-Instruct-2509,fib,0.726,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020042.txt
2025-12-21T02:00:44,swiss-ai/Apertus-8B-Instruct-2509,fib,0.732,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020043.txt
2025-12-21T02:00:46,swiss-ai/Apertus-8B-Instruct-2509,fib,0.741,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020045.txt
2025-12-21T02:00:47,swiss-ai/Apertus-8B-Instruct-2509,fib,0.779,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020046.txt
2025-12-21T02:00:49,swiss-ai/Apertus-8B-Instruct-2509,fib,0.713,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020048.txt
2025-12-21T02:00:50,swiss-ai/Apertus-8B-Instruct-2509,fib,0.737,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020049.txt
2025-12-21T02:00:52,swiss-ai/Apertus-8B-Instruct-2509,fib,0.752,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020051.txt
2025-12-21T02:00:58,swiss-ai/Apertus-8B-Instruct-2509,fib,6.193,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020052.txt
2025-12-21T02:01:00,swiss-ai/Apertus-8B-Instruct-2509,fib,0.729,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020059.txt
2025-12-21T02:01:01,swiss-ai/Apertus-8B-Instruct-2509,fib,0.733,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020101.txt
2025-12-21T02:01:03,swiss-ai/Apertus-8B-Instruct-2509,fib,0.840,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020102.txt
2025-12-21T02:01:05,swiss-ai/Apertus-8B-Instruct-2509,fib,0.735,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020104.txt
2025-12-21T02:01:06,swiss-ai/Apertus-8B-Instruct-2509,fib,0.876,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020106.txt
2025-12-21T02:01:08,swiss-ai/Apertus-8B-Instruct-2509,fib,0.724,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020107.txt
2025-12-21T02:01:10,swiss-ai/Apertus-8B-Instruct-2509,fib,0.990,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020109.txt
2025-12-21T02:01:11,swiss-ai/Apertus-8B-Instruct-2509,fib,0.715,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020110.txt
2025-12-21T02:01:13,swiss-ai/Apertus-8B-Instruct-2509,fib,0.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020112.txt
2025-12-21T02:01:14,swiss-ai/Apertus-8B-Instruct-2509,fib,0.728,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020113.txt
2025-12-21T02:01:16,swiss-ai/Apertus-8B-Instruct-2509,fib,0.775,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020115.txt
2025-12-21T02:01:17,swiss-ai/Apertus-8B-Instruct-2509,fib,0.849,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020116.txt
2025-12-21T02:01:19,swiss-ai/Apertus-8B-Instruct-2509,fib,0.734,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020118.txt
2025-12-21T02:01:21,swiss-ai/Apertus-8B-Instruct-2509,fib,0.934,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020120.txt
2025-12-21T02:01:22,swiss-ai/Apertus-8B-Instruct-2509,fib,0.712,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-8B-Instruct-2509_fib_20251221_020121.txt
2025-12-21T02:01:51,swiss-ai/Apertus-70B-Instruct-2509,fib,6.630,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020144.txt
2025-12-21T02:01:58,swiss-ai/Apertus-70B-Instruct-2509,fib,6.574,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020152.txt
2025-12-21T02:02:06,swiss-ai/Apertus-70B-Instruct-2509,fib,6.758,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020159.txt
2025-12-21T02:02:14,swiss-ai/Apertus-70B-Instruct-2509,fib,6.904,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020207.txt
2025-12-21T02:02:22,swiss-ai/Apertus-70B-Instruct-2509,fib,6.901,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020215.txt
2025-12-21T02:02:29,swiss-ai/Apertus-70B-Instruct-2509,fib,6.764,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020222.txt
2025-12-21T02:02:37,swiss-ai/Apertus-70B-Instruct-2509,fib,6.582,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020230.txt
2025-12-21T02:02:44,swiss-ai/Apertus-70B-Instruct-2509,fib,6.592,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020237.txt
2025-12-21T02:02:51,swiss-ai/Apertus-70B-Instruct-2509,fib,6.579,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020245.txt
2025-12-21T02:02:59,swiss-ai/Apertus-70B-Instruct-2509,fib,6.575,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020252.txt
2025-12-21T02:03:06,swiss-ai/Apertus-70B-Instruct-2509,fib,6.531,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020300.txt
2025-12-21T02:03:13,swiss-ai/Apertus-70B-Instruct-2509,fib,6.538,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020307.txt
2025-12-21T02:03:21,swiss-ai/Apertus-70B-Instruct-2509,fib,6.774,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020314.txt
2025-12-21T02:03:29,swiss-ai/Apertus-70B-Instruct-2509,fib,6.897,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020322.txt
2025-12-21T02:03:36,swiss-ai/Apertus-70B-Instruct-2509,fib,6.577,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020329.txt
2025-12-21T02:03:43,swiss-ai/Apertus-70B-Instruct-2509,fib,6.570,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020337.txt
2025-12-21T02:03:51,swiss-ai/Apertus-70B-Instruct-2509,fib,6.606,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020344.txt
2025-12-21T02:03:58,swiss-ai/Apertus-70B-Instruct-2509,fib,6.584,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020352.txt
2025-12-21T02:04:06,swiss-ai/Apertus-70B-Instruct-2509,fib,6.650,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020359.txt
2025-12-21T02:04:13,swiss-ai/Apertus-70B-Instruct-2509,fib,6.520,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020406.txt
2025-12-21T02:04:20,swiss-ai/Apertus-70B-Instruct-2509,fib,6.661,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020414.txt
2025-12-21T02:04:28,swiss-ai/Apertus-70B-Instruct-2509,fib,6.610,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020421.txt
2025-12-21T02:04:35,swiss-ai/Apertus-70B-Instruct-2509,fib,6.906,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020429.txt
2025-12-21T02:04:43,swiss-ai/Apertus-70B-Instruct-2509,fib,6.668,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020436.txt
2025-12-21T02:04:50,swiss-ai/Apertus-70B-Instruct-2509,fib,6.639,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020444.txt
2025-12-21T02:04:58,swiss-ai/Apertus-70B-Instruct-2509,fib,6.521,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020451.txt
2025-12-21T02:05:05,swiss-ai/Apertus-70B-Instruct-2509,fib,6.599,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020459.txt
2025-12-21T02:05:13,swiss-ai/Apertus-70B-Instruct-2509,fib,6.553,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020506.txt
2025-12-21T02:05:20,swiss-ai/Apertus-70B-Instruct-2509,fib,6.805,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020514.txt
2025-12-21T02:05:28,swiss-ai/Apertus-70B-Instruct-2509,fib,6.526,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020521.txt
2025-12-21T02:05:35,swiss-ai/Apertus-70B-Instruct-2509,fib,6.550,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020529.txt
2025-12-21T02:05:43,swiss-ai/Apertus-70B-Instruct-2509,fib,6.768,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020536.txt
2025-12-21T02:05:50,swiss-ai/Apertus-70B-Instruct-2509,fib,6.770,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020543.txt
2025-12-21T02:05:58,swiss-ai/Apertus-70B-Instruct-2509,fib,6.601,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020551.txt
2025-12-21T02:06:05,swiss-ai/Apertus-70B-Instruct-2509,fib,6.568,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020558.txt
2025-12-21T02:06:12,swiss-ai/Apertus-70B-Instruct-2509,fib,6.559,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020606.txt
2025-12-21T02:06:20,swiss-ai/Apertus-70B-Instruct-2509,fib,6.596,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020613.txt
2025-12-21T02:06:27,swiss-ai/Apertus-70B-Instruct-2509,fib,6.545,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020620.txt
2025-12-21T02:06:34,swiss-ai/Apertus-70B-Instruct-2509,fib,6.630,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020628.txt
2025-12-21T02:06:42,swiss-ai/Apertus-70B-Instruct-2509,fib,6.589,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020635.txt
2025-12-21T02:06:49,swiss-ai/Apertus-70B-Instruct-2509,fib,6.786,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020643.txt
2025-12-21T02:06:57,swiss-ai/Apertus-70B-Instruct-2509,fib,6.661,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020650.txt
2025-12-21T02:07:04,swiss-ai/Apertus-70B-Instruct-2509,fib,6.573,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020658.txt
2025-12-21T02:07:12,swiss-ai/Apertus-70B-Instruct-2509,fib,6.580,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020705.txt
2025-12-21T02:07:19,swiss-ai/Apertus-70B-Instruct-2509,fib,6.553,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020712.txt
2025-12-21T02:07:26,swiss-ai/Apertus-70B-Instruct-2509,fib,6.528,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020720.txt
2025-12-21T02:07:34,swiss-ai/Apertus-70B-Instruct-2509,fib,6.643,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020727.txt
2025-12-21T02:07:41,swiss-ai/Apertus-70B-Instruct-2509,fib,6.588,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020734.txt
2025-12-21T02:07:49,swiss-ai/Apertus-70B-Instruct-2509,fib,6.818,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020742.txt
2025-12-21T02:07:56,swiss-ai/Apertus-70B-Instruct-2509,fib,6.817,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/swiss-ai_Apertus-70B-Instruct-2509_fib_20251221_020749.txt
2025-12-21T02:08:06,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.783,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020805.txt
2025-12-21T02:08:09,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.816,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020807.txt
2025-12-21T02:08:12,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020810.txt
2025-12-21T02:08:14,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.810,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020812.txt
2025-12-21T02:08:17,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.801,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020815.txt
2025-12-21T02:08:19,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.805,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020818.txt
2025-12-21T02:08:22,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.845,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020820.txt
2025-12-21T02:08:25,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.887,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020823.txt
