timestamp,model,task,real_seconds,output_file
2025-12-21T02:08:28,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.849,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020826.txt
2025-12-21T02:08:30,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.974,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020828.txt
2025-12-21T02:08:33,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.989,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020831.txt
2025-12-21T02:08:36,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.920,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020834.txt
2025-12-21T02:08:38,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.803,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020836.txt
2025-12-21T02:08:41,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.801,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020839.txt
2025-12-21T02:08:43,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.800,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020841.txt
2025-12-21T02:08:46,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.844,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020844.txt
2025-12-21T02:08:48,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.784,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020847.txt
2025-12-21T02:08:56,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,7.214,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020849.txt
2025-12-21T02:08:59,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020857.txt
2025-12-21T02:09:02,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.914,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020900.txt
2025-12-21T02:09:04,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.790,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020902.txt
2025-12-21T02:09:07,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020905.txt
2025-12-21T02:09:10,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.845,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020908.txt
2025-12-21T02:09:13,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,2.026,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020911.txt
2025-12-21T02:09:16,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,2.115,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020913.txt
2025-12-21T02:09:18,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.902,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020916.txt
2025-12-21T02:09:21,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.811,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020919.txt
2025-12-21T02:09:23,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.802,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020922.txt
2025-12-21T02:09:26,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.830,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020924.txt
2025-12-21T02:09:29,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.808,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020927.txt
2025-12-21T02:09:31,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.800,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020929.txt
2025-12-21T02:09:34,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.789,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020932.txt
2025-12-21T02:09:36,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.783,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020935.txt
2025-12-21T02:09:39,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.807,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020937.txt
2025-12-21T02:09:41,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.795,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020940.txt
2025-12-21T02:09:44,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.786,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020942.txt
2025-12-21T02:09:46,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.804,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020945.txt
2025-12-21T02:09:49,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.776,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020947.txt
2025-12-21T02:09:52,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.807,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020950.txt
2025-12-21T02:09:55,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.802,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020953.txt
2025-12-21T02:10:03,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,7.340,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_020955.txt
2025-12-21T02:10:06,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.960,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021004.txt
2025-12-21T02:10:09,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.917,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021007.txt
2025-12-21T02:10:12,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.824,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021010.txt
2025-12-21T02:10:14,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.833,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021012.txt
2025-12-21T02:10:17,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.805,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021015.txt
2025-12-21T02:10:20,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.792,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021018.txt
2025-12-10T02:10:22,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.817,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021021.txt
2025-12-10T02:10:25,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.809,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021023.txt
2025-12-10T02:10:28,Qwen/Qwen3-Next-80B-A3B-Thinking,fib,1.819,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/Qwen_Qwen3-Next-80B-A3B-Thinking_fib_20251221_021026.txt
2025-12-10T02:10:30,deepseek-ai/DeepSeek-V3.1,fib,8.596,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021028.txt
2025-12-10T02:10:39,deepseek-ai/DeepSeek-V3.1,fib,8.174,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021030.txt
2025-12-10T02:10:48,deepseek-ai/DeepSeek-V3.1,fib,8.164,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021039.txt
2025-12-10T02:10:57,deepseek-ai/DeepSeek-V3.1,fib,8.185,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021048.txt
2025-12-10T02:11:06,deepseek-ai/DeepSeek-V3.1,fib,8.470,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021057.txt
2025-12-10T02:11:15,deepseek-ai/DeepSeek-V3.1,fib,8.180,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021107.txt
2025-12-10T02:11:23,deepseek-ai/DeepSeek-V3.1,fib,7.700,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021114.txt
2025-12-10T02:11:32,deepseek-ai/DeepSeek-V3.1,fib,8.341,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021123.txt
2025-12-10T02:11:41,deepseek-ai/DeepSeek-V3.1,fib,8.131,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021132.txt
2025-12-10T02:11:50,deepseek-ai/DeepSeek-V3.1,fib,8.148,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021141.txt
2025-12-10T02:11:59,deepseek-ai/DeepSeek-V3.1,fib,8.265,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021150.txt
2025-12-10T02:12:08,deepseek-ai/DeepSeek-V3.1,fib,8.306,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021159.txt
2025-12-10T02:12:17,deepseek-ai/DeepSeek-V3.1,fib,8.632,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021208.txt
2025-12-10T02:12:26,deepseek-ai/DeepSeek-V3.1,fib,8.455,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021217.txt
2025-12-10T02:12:35,deepseek-ai/DeepSeek-V3.1,fib,8.266,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021227.txt
2025-12-10T02:12:43,deepseek-ai/DeepSeek-V3.1,fib,7.965,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021235.txt
2025-12-10T02:12:51,deepseek-ai/DeepSeek-V3.1,fib,7.872,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021242.txt
2025-12-10T02:13:00,deepseek-ai/DeepSeek-V3.1,fib,8.286,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021251.txt
2025-12-10T02:13:09,deepseek-ai/DeepSeek-V3.1,fib,8.512,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021300.txt
2025-12-10T02:13:18,deepseek-ai/DeepSeek-V3.1,fib,8.238,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021309.txt
2025-12-10T02:13:27,deepseek-ai/DeepSeek-V3.1,fib,8.187,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021318.txt
2025-12-10T02:13:36,deepseek-ai/DeepSeek-V3.1,fib,8.398,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021328.txt
2025-12-10T02:13:44,deepseek-ai/DeepSeek-V3.1,fib,7.715,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021335.txt
2025-12-10T02:13:53,deepseek-ai/DeepSeek-V3.1,fib,8.102,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021344.txt
2025-12-10T02:14:02,deepseek-ai/DeepSeek-V3.1,fib,8.359,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021353.txt
2025-12-10T02:14:11,deepseek-ai/DeepSeek-V3.1,fib,8.402,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021403.txt
2025-12-10T02:14:19,deepseek-ai/DeepSeek-V3.1,fib,7.937,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021410.txt
2025-12-10T02:14:28,deepseek-ai/DeepSeek-V3.1,fib,8.320,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021419.txt
2025-12-10T02:14:37,deepseek-ai/DeepSeek-V3.1,fib,8.139,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021428.txt
2025-12-10T02:14:46,deepseek-ai/DeepSeek-V3.1,fib,8.101,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021437.txt
2025-12-10T02:14:55,deepseek-ai/DeepSeek-V3.1,fib,8.127,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021446.txt
2025-12-10T02:15:04,deepseek-ai/DeepSeek-V3.1,fib,8.311,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021455.txt
2025-12-10T02:15:13,deepseek-ai/DeepSeek-V3.1,fib,8.495,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021505.txt
2025-12-10T02:15:21,deepseek-ai/DeepSeek-V3.1,fib,7.876,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021513.txt
2025-12-10T02:15:29,deepseek-ai/DeepSeek-V3.1,fib,7.834,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021520.txt
2025-12-10T02:15:38,deepseek-ai/DeepSeek-V3.1,fib,8.080,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021529.txt
2025-12-10T02:15:47,deepseek-ai/DeepSeek-V3.1,fib,8.344,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021538.txt
2025-12-10T02:15:56,deepseek-ai/DeepSeek-V3.1,fib,8.449,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021547.txt
2025-12-10T02:16:05,deepseek-ai/DeepSeek-V3.1,fib,8.203,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021556.txt
2025-12-10T02:16:14,deepseek-ai/DeepSeek-V3.1,fib,8.348,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021605.txt
2025-12-10T02:16:23,deepseek-ai/DeepSeek-V3.1,fib,8.490,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021614.txt
2025-12-10T02:16:32,deepseek-ai/DeepSeek-V3.1,fib,8.227,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021623.txt
2025-12-10T02:16:41,deepseek-ai/DeepSeek-V3.1,fib,8.170,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021633.txt
2025-12-10T02:16:49,deepseek-ai/DeepSeek-V3.1,fib,7.879,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021640.txt
2025-12-10T02:16:58,deepseek-ai/DeepSeek-V3.1,fib,8.163,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021649.txt
2025-12-10T02:17:07,deepseek-ai/DeepSeek-V3.1,fib,8.397,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021658.txt
2025-12-10T02:17:16,deepseek-ai/DeepSeek-V3.1,fib,8.378,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021707.txt
2025-12-10T02:17:25,deepseek-ai/DeepSeek-V3.1,fib,8.988,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021717.txt
2025-12-10T02:17:33,deepseek-ai/DeepSeek-V3.1,fib,7.307,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021724.txt
2025-12-10T02:17:42,deepseek-ai/DeepSeek-V3.1,fib,8.599,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/deepseek-ai_DeepSeek-V3.1_fib_20251210_021733.txt
2025-12-10T02:17:50,moonshotai/Kimi-K2-Thinking,fib,7.562,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021742.txt
2025-12-10T02:17:58,moonshotai/Kimi-K2-Thinking,fib,7.419,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021750.txt
2025-12-10T02:18:06,moonshotai/Kimi-K2-Thinking,fib,6.314,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021759.txt
2025-12-10T02:18:13,moonshotai/Kimi-K2-Thinking,fib,7.236,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021805.txt
2025-12-10T02:18:21,moonshotai/Kimi-K2-Thinking,fib,7.186,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021813.txt
2025-12-10T02:18:29,moonshotai/Kimi-K2-Thinking,fib,6.998,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021822.txt
2025-12-10T02:18:36,moonshotai/Kimi-K2-Thinking,fib,6.646,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021829.txt
2025-12-10T02:18:43,moonshotai/Kimi-K2-Thinking,fib,7.133,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021835.txt
2025-12-10T02:18:51,moonshotai/Kimi-K2-Thinking,fib,6.445,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021844.txt
2025-12-10T02:18:58,moonshotai/Kimi-K2-Thinking,fib,6.865,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021851.txt
2025-12-10T02:19:05,moonshotai/Kimi-K2-Thinking,fib,6.889,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021858.txt
2025-12-10T02:19:12,moonshotai/Kimi-K2-Thinking,fib,7.539,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021904.txt
2025-12-10T02:19:20,moonshotai/Kimi-K2-Thinking,fib,7.438,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021912.txt
2025-12-10T02:19:28,moonshotai/Kimi-K2-Thinking,fib,6.642,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021921.txt
2025-12-10T02:19:35,moonshotai/Kimi-K2-Thinking,fib,6.950,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021928.txt
2025-12-10T02:19:42,moonshotai/Kimi-K2-Thinking,fib,6.532,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021935.txt
2025-12-10T02:19:49,moonshotai/Kimi-K2-Thinking,fib,7.486,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021941.txt
2025-12-10T02:19:57,moonshotai/Kimi-K2-Thinking,fib,7.431,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021949.txt
2025-12-10T02:20:05,moonshotai/Kimi-K2-Thinking,fib,6.687,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_021958.txt
2025-12-10T02:20:12,moonshotai/Kimi-K2-Thinking,fib,7.130,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_022004.txt
2025-12-10T02:20:20,moonshotai/Kimi-K2-Thinking,fib,7.091,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_022012.txt
2025-12-10T02:20:28,moonshotai/Kimi-K2-Thinking,fib,6.498,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_022021.txt
2025-12-10T02:20:35,moonshotai/Kimi-K2-Thinking,fib,7.291,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_022027.txt
2025-12-10T02:20:43,moonshotai/Kimi-K2-Thinking,fib,7.001,/Users/anyachenko/Desktop/repo_test2/Data-Science-Lab/results/answers/moonshotai_Kimi-K2-Thinking_fib_20251210_022035.txt
